SNo,Brief Description of the grievance,Category,Label
4023,"स्कुलमा बिहान बिहान व्यायाम गराउँछन्। मलाई अल्छी लाग्छ, यसलाई रोक्नुपर्छ।",Education,not_genuine
4024,ढलको ढकनी धेरै भारी छ। यसलाई हलुका बनाउनुपर्छ।,Public Infrastructure,not_genuine
4025,सडकमा सुतेको कुकुरले बाटो छेकिरहेको छ। कुकुरलाई उठाइदिनुपर्‍यो।,Public Infrastructure,not_genuine
4026,मेरो छिमेकीले धेरै फुल रोप्छन्। यसले गर्दा मेरो घरमा किरा आउँछ।,Nagar Prahari,not_genuine
4027,सडकको छेउमा फुल फुल्दैन। सुन्दर फुल फुलाउने व्यवस्था गर्नुपर्छ।,Public Infrastructure,not_genuine
4028,वडा नं. ९ सम्भुमार्ग २ नं. गल्ली पारिजात होटलको अगाडी को रोडमा २ वटा ठुलो गाडी पार्किङ्ग गरेर एकदमै गाह्रो भएको गुनासो व्यक्त गर्नु भएको ।,नगर प्रहरी,genuine
4029,The sound of the wind is too loud. It keeps me awake at night. Please silence it.,Environment,not_genuine
4030,"कामपा २७ भोटाहिटी, डगु बहा चोकबाट महाबौद्ध छिर्ने बाटोमा मोटरसाईकल पार्किङ्ग रहेको छ । त्यहाँ हामी व्यापारीले पार्किङ्ग गर्दा स्थानीयले विरोध गर्छन् । सबैलाई समान रुपले हुने गरी पार्किङ्गको व्यवस्था गरिदिनुपर्यो ।",नगर प्रहरी,genuine
4031,Mero ghar ma batti gayo. Generator chalauna aaudaina. Madat chahiyo.,Nagar Prahari,not_genuine
4032,खिचापोखरि आर.बि कम्प्लेक्श माछागल्लि क्षेत्रमा पसलको धेरै बाहिर सम्म सामानहरु राखेर आवतजावतमा समस्या भयो। अनुगमन गरि पसल बाहिरको सामान हटाइदिनुहुन अनुरोध छ।,नगर प्रहरी,genuine
4033,वनस्थली देखि खरिवोट सम्मको बाटोमा रहेको खाल्डो पुरेको तर माटो मात्र राखेर झन हिलाम्मे बनाएको । गट्टि राख्नुपर्ने ।,सार्वजनिक निरमाण,genuine
